str_no_string|NO STRING!
str_npc10_intro_response_1|De Drahara? É um lugar árido e quente, aquele.
str_npc11_intro_response_1|Hmm, o que uma Naphali como você está fazendo aqui?
str_npc12_intro_response_1|Claro. O que você quer discutir?
str_npc13_intro_response_1|Os homens podem mudar sua sorte. Podemos mudar a nossa.
str_npc14_intro_response_1|Passar o tempo com outro viajante, se me permite.
str_npc15_intro_response_1|Sim. Em que isto lhe diz respeito, se me permite perguntar?
str_npc16_intro_response_1|Talvez. Quero sentar aqui e tomar uma bebida com você, só isso.
str_npc17_intro_response_1|Saudações. Quem é Você?
str_npc18_intro_response_1|Um velho Gigante... você deve ter uma ou duas histórias.
str_npc19_intro_response_1|Apenas passar o tempo e bater um papo com um anão, só isso.
str_npc1_intro_response_2|Saia da minha frente, seu criminoso!
str_npc2_intro_response_2|Vá e aprenda a fala comum. Não quero ouvir seu sotaque nojento de Volheere.
str_npc3_intro_response_2|Fale agora, moça. Tenho coisas a fazer.
str_npc4_intro_response_2|Nunca ouvi falar de você. Você deve ser da baixa nobreza. Adeus.
str_npc5_intro_response_2|Adeus.
str_npc6_intro_response_2|Sacerdote tolo, não vou aceitar esse absurdo. Tenha um péssimo dia.
str_npc7_intro_response_2|Certo. Não vou incomodar você, até mais.
str_npc8_intro_response_2|Absolutamente nada, de alguém tão claramente avesso a gentilezas. Bom dia para você.
str_npc9_intro_response_2|Busque você mesmo!
str_npc10_intro_response_2|Adeus. Não tente pechinchar comigo.
str_npc11_intro_response_2|Bem, gostaria que pudéssemos nos conhecer.
str_npc12_intro_response_2|Lamento, temo que tenho outros compromissos no momento.
str_npc13_intro_response_2|[deixá-lo com seus pensamentos]
str_npc14_intro_response_2|Absolutamente nada. Minhas desculpas.
str_npc15_intro_response_2|Agradeceria se você se ocupasse dos seus próprios assuntos, senhor.
str_npc16_intro_response_2|Cuide da sua vida, garota.
str_npc17_intro_response_2|Adeus, estranho.
str_npc18_intro_response_2|Bah, eu não tenho tempo para falar com um surdo, velho brutamontes.
str_npc19_intro_response_2|Pelos deuses, você é um anãozinho rancoroso. Esqueça.
str_npc1_backstory_a|É uma longa história. Sugiro que se sente e compre uma bebida para nós dois enquanto converso.
str_npc2_backstory_a|É Jarl Volheere! Busco aventura! Eu ser Uldin! Jordynson! Eu sou nobre!
str_npc3_backstory_a|Boa pergunta, e a responderei para você!
str_npc4_backstory_a|Bem, não me surpreendente, porque há muito tempo abandonei esse nome. Me conhecem como Tylen agora, apenas Tylen. Sente-se e contarei minha história.
str_npc5_backstory_a|Eu sou Aracanus.
str_npc6_backstory_a|Cometi o maior dos pecados, {senhor/senhora}... e para a minha vergonha devo fazer de você {meu confessor/minha confessora}, se é que deseja me escutar.
str_npc7_backstory_a|Má fase? Poderia dizer que sim.
str_npc8_backstory_a|Ah. Bom, se quer saber, lhe direi.
str_npc9_backstory_a|Minhas mais sinceras desculpas. Às vezes é difícil reconhecer as pessoas em meio a fumaça e a penumbra deste lugar. Ainda não posso acreditar que tenha que viver em um lugar assim.
str_npc10_backstory_a|É uma longa história... mas se pedir um trago, a contarei de bom grado para você.
str_npc11_backstory_a|Bom, consegui vender minha carroça e cerâmicas, {rapaz/mocinha}. Pela primeira vez, tenho dinheiro para gastar e a intenção de aproveitá-lo ao máximo.
str_npc12_backstory_a|Eu contarei, mas saiba que é uma história cheia de injustiças. Advirto de antemão, pois caso você seja uma pessoa de temperamento forte, poderá se enfurecer com os abusos que tive de suportar e isso poderia causar-lhe mal-estar.
str_npc13_backstory_a|Não? Então talvez tenha ouvido falar do meu corcel, que cavalga pelas planícies de Perisno como um raio de lua. Ou da minha espada, que conhece o sangue dos príncipes da terra?
str_npc14_backstory_a|Tudo bem, eu não me importo. Meu nome é Lezalit.
str_npc15_backstory_a|Sou um engenheiro especializado na arte das fortificações. Se precisar derrubar qualquer muro, eu posso fazê-lo, se me der tempo. Se necessitar voltar a levantá-lo, também, embora isso levará mais tempo e lhe custará mais dinheiro. E você não deve economizar nos custos tampouco, a menos que queira que seu edifício caia sob seus pés, como já aconteceu com alguns.
str_npc16_backstory_a|Bom, {senhor/senhora}, senti fragilidade pelas coisas bonitas de que tenho memória... e isso me meteu em problemas, sabe?
str_npc17_backstory_a|Sou um cavaleiro andante. Vim para Perisno em busca de fama e fortuna acompanhado de meu irmão Sven. Ele me deixou enquanto eu estava distraído flertando com uma bela jovem.
str_npc18_backstory_a|Sou um cavaleiro andante. Vim para Perisno em busca de fama e fortuna acompanhado de meu irmão Tin. Ele está atualmente muito ocupado melhorando as relações públicas com gêneros opostos.
str_npc19_backstory_a|Meu pai era um duque, que morreu heroicamente em batalha. Sou o segundo mais novo de cinco irmãos. Após a morte de meu pai, meus irmãos e eu fomos colocados sob os cuidados de nosso irmão mais velho. Fui enviado para ser treinado como padre.
str_npc1_backstory_b|Tive um pequeno problema uma vez, com um cavalo que encontrei amarrado na entrada de uma taverna. Era idêntico à besta que alguns dias atrás havia fugido depois de me lançar ao solo. Eu, naturalmente, o desamarrei para olhá-lo melhor. Mas parece que o cavalo pertencia a um mercador, um velho feio e rabugento que não quis aceitar que se tratava de um simples mal-entendido e foi correndo buscar as autoridades.
str_npc2_backstory_b|Há um tempo saí de Geroia com uma caravana de bens. Esperava poder vendê-los em Sargoth e ganhar bastante dinheiro. Mas quem ia saber... fomos emboscados por um grupo de salteadores khergitas que escaparam com a maioria dos bens e cavalos. Dois dias depois, os guardas da minha própria caravana me roubaram todo o resto.
str_npc3_backstory_b|Meu pai, um mercador muito conhecido, decidiu que eu tinha que me casar com um de seus sócios. Um homem que de longe já superava os 30 anos de idade. Fui uma filha obediente durante toda a minha vida, mas essa era uma proposta ridícula e horrenda. Então eu fugi!
str_npc4_backstory_b|Como todos os homens de minha família, venho de terras longínquas com a intenção de fazer um nome na profissão das armas, antes de retornar à minha casa para tomar posse de minhas propriedades. Infelizmente, as autoridades destas terras não compreendem o código dos guerreiros e têm se empenhado em chamar-me de patife e bandido, pondo preço a minha cabeça. Você concorda que é algo totalmente ultrajante para um cavaleiro aventureiro?
str_npc5_backstory_b|Desde que me lembro, meu povo enfrentava a tribo Humyan, muitos dos quais se estabeleceram no vale circundante. Multidões de homens de ambos os lados pereceram neste conflito, incluindo dois dos meus irmãos. O próprio khan ordenou o cessar-fogo para reservar homens para lutar nas guerras calradianas. Mas conheço meus direitos e o sangue de meus irmãos clama por vingança. Abordei e matei um Humyan em uma trilha das montanhas e fugi da minha aldeia nessa mesma noite, sem sequer poder me despedir do meu pai. Passarei algum tempo em Perisno, um ano ou dois, e retornarei a minha terra quando os homens do khan se esquecerem do ocorrido. Os Humyan não esquecerão, é claro, mas esse é o preço da honra.
str_npc6_backstory_b|Eu era um capitão da cavalaria a serviço do lorde {s19} em {s20}. Meu irmão servia comigo. Mas ambos estávamos apaixonados pela mesma mulher... uma cortesã, uma sedutora que brincou com nossos ciúmes! Meu irmão e eu brigamos. Eu havia bebido. Ele me golpeou com sua luva e eu respondi com minha espada... Meu próprio irmão! Meu braço está manchado com sangue dos meus!
str_npc7_backstory_b|Tive a má sorte de nascer sendo filha de um pai fraco que me casou com um bêbado que me batia. Tive a má sorte, quando fugi do meu marido, de ser capturada por um grupo de bandidos. Tive a má sorte de que o único que me tratava bem, o que me ensinou a caçar e lutar, foi assassinado por seus companheiros invejosos, obrigando-me a ter que fugir de novo.
str_npc8_backstory_b|Provenho de uma antiga família do norte, filha de um nobre e esposa de outro. Lutei ao lado de meu marido, companheira tanto na paz como na guerra. Mas meu marido morreu de peste quando eu ainda não havia dado à luz a nenhum filho. Meu marido tinha estabelecido que eu deveria herdar suas terras em ausência de herdeiros. Meu cunhado, maldito seja seu nome, disse que não era de nosso costume que uma mulher herdasse um título. Era uma tolice, mas com seu dinheiro comprou a lealdade de vários dos servos de meu marido, e assim meu cunhado pôde instalar-se em minhas propriedades. Então fiz algo para o qual não me criaram... fugi, coisa que espero não ter que voltar a fazer.
str_npc9_backstory_b|Sou o filho primogênito de meu pai, seu herdeiro. Mas minha mãe morreu e meu pai voltou a se casar. Sua nova esposa convenceu-se de que seu filho deveria ser o herdeiro. Ela não podia ir contra mim abertamente, mas outro dia dei de comer a meu cão um guisado que haviam deixado para mim, e o pobre cachorro morreu. Acusei minha madrasta, mas meu pai, enfeitiçado por ela, se negou a acreditar em mim e ordenou que eu não voltasse a aparecer por lá.
str_npc10_backstory_b|Eu era um sargento na guarnição {s19} em {s20}. Durante vinte anos atuei como guarda da cidade, recebendo mais de uma pancada em mais de uma batalha sangrenta, até que puseram como comandante da guarnição um principezinho moleque que mal havia saído do berço de sua mãe. Ele apareceu diante de mim quando eu estava montando guarda na torre, com minha besta não tensionada devido à chuva, você compreende... Não posso deixar que a corda ceda... Mas o príncipe moleque me disse que uma besta não tensionada era uma negligência do dever. Disse que faria com que me dessem chicotadas... algo em mim me fez perder a cabeça. Então abandonei meu posto.
str_npc11_backstory_b|Durante trinta anos segui os exércitos desta terra, vendendo comidas e bebidas, assistindo seus jogos de dados e buscando garotas para eles... e no final quase não me restou nem um aurum no bolso.
str_npc12_backstory_b|Sou um filósofo nato, condenado pela inveja dos doutores cabeças ocas de minha universidade a ganhar a vida como cirurgião itinerante. Um mercador desta cidade me contratou para curar seu filho, que havia entrado em coma ao cair de um balcão. Perfurei o crânio do paciente com sucesso para reduzir o inchaço do cérebro, mas a família ignorou meu conselho de tratar as febres com uma tintura de casca de salgueiro e o rapaz acabou morrendo. O pai, em vez de me recompensar por meus esforços, acusou-me de feitiçaria... a mim, um filósofo por natureza! Essa é a ingratidão da humanidade.
str_npc13_backstory_b|Sou guerreiro de profissão. Mas pode ser que também tenha ouvido falar das minhas proezas como poeta, fazendo suspirar as donzelas mais relutantes. Ou de minhas proezas nos aposentos, para as quais devo confessar que conto com um modesto grau de habilidade. Confesso possuir um ligeiro afeto por Perisno... afeto que durante os últimos anos me tem feito visitar suas cidades, castelos e aldeias, fazendo uso dos meus talentos.
str_npc14_backstory_b|Sou o segundo filho do Conde de Geroia, de quem certamente você já ouviu falar. Ao carecer de herança própria, cheguei para buscar fortuna em Perisno, treinando homens na arte da batalha. Desafortunadamente, o lorde aqui em {s20} não sabe apreciar os métodos de disciplina necessários para converter a ralé em soldados. Falei que era melhor açoitá-los agora do que enterrá-los depois, mas ele não me escutou e disse para eu ir com os meus métodos a outro lugar.
str_npc15_backstory_b|O alcaide {s19} de {s20} queria que uma nova torre fosse acrescentada à sua muralha. O problema é que na metade da construção, antes que pudesse ser terminado o levantamento dos suportes, o dinheiro para financiá-la acabou. Eu disse que a torre ia cair, e assim foi. Lamentavelmente, o alcaide estava em cima dela quando tudo aconteceu. O novo alcaide não sentiu a necessidade de pagar as dívidas de seu predecessor e sugeriu que poderia me acusar de assassinato se eu seguisse insistindo na questão monetária.
str_npc16_backstory_b|Fui criada no castelo de Malayurg como serva escrava, trabalhando junto a minha mãe nas cozinhas. Divertia-me caçando ratos pelas despensas, e era tão boa que os gatos do castelo ficaram sem trabalho. No final, o lorde do castelo se deu conta de que talvez eu servisse também para perseguir peças maiores... em certos assuntos que será melhor não mencionar. Não faz falta dizer que tive numerosas oportunidades de fazer-me com vários objetos de valor que anteriormente haviam pertencido aos inimigos do meu senhor. Foi assim que pude pagar para me libertar de minha servidão e trabalhar como agente remunerado. Meu último trabalho foi {s19} em {s20}.
str_npc17_backstory_b|Somos de uma terra distante, devastada pela guerra, onde nosso pai é um rei. Ele nos enviou em busca de aventuras para nos provarmos dignos da Coroa. Depois de muita luta, partimos para um lugar com melhores oportunidades, então viemos para Perisno, vagamos por toda parte, e aqui te conheci.
str_npc18_backstory_b|Somos de uma terra distante, devastada pela guerra, onde nosso pai é um rei. Ele nos enviou em busca de aventuras para nos provarmos dignos da Coroa. Depois de muita luta, partimos para um lugar com melhores oportunidades, então viemos para Perisno, vagamos por toda parte, e aqui te conheci.
str_npc19_backstory_b|No entanto, quando soube da divisão das terras de meu pai entre meus dois irmãos mais velhos, voltei para reivindicar as minhas. Cheguei a um acordo com meu irmão mais velho de que seríamos co-governantes. No entanto, ele continuou me designando para postos insignificantes, e entramos em conflito.
