dlga_start:close_window.1|{s3}
dlga_intel_adviser_target:assassin_intro_0|{reg33?Madam:Sir}, it is not unusual for the great and good of this land to be targeted by assassins  and the like - you yourself have had a scare or two. As Spymaster, I am in a position to offer you the  same service. ^^ Be aware that this type of action, though covert, could affect your reputation if it is discovered  that you have had anything to do with it. Would you like to hear your options?{***}
dlga_assassin_intro_0:assassin_intro_1|Tell me what my options are.{***}
dlga_assassin_intro_0:close_window|I have no enemies I would wish this upon.{***}
dlga_assassin_intro_1:assassin_intro_1_5|Very well, {reg33?Madam:Sir}. You can go about targeting an enemy lord in two ways. ^^ First, you can sponsor an attack on a lord by hiring a mercenary company. There is one in town  right now that would prove suitable. This group would hunt down and attack your chosen lord, and they will  pursue him to the ends of the earth. For example, if he  is defeated by another, they will lie in wait until he regroups and attack again. Note that the lord needs to be in transit between centres before our troops can attack.  The ususal fee for this service is in the region of ten thousand aurums.{***}
dlga_assassin_intro_1_5:assassin_intro_2|Second, you can hire assassins to target that lord when he is away from his retinue.  These men can be relied upon for their secrecy, though past attempts have shown that there  is a high chance that the lord will fight them off. However, attacks which do succeed  cause a lot of damage to a lord and his reputation. The target lord needs to own at least one fief, as that makes  it easy for the assassins to lie in wait.^^ This service does not come cheap; the assassins usually command a fee of fifteen thousand aurums.{***}
dlga_assassin_intro_2:target_lord_1|I'd like to target an enemy lord and his army.{***}
dlga_assassin_intro_2:assassinate_lord_1|I'd like to order an assassination.{***}
dlga_assassin_intro_2:close_window|I've changed my mind. This skulduggery is not for me.{***}
dlga_target_lord_1:target_lord_2|By the way, it would be very foolish to target a king in this way, as you would lose the  goodwill of both the people and the gentry if discovered, so I do not offer you that option.^^ The following lords all hold some enmity towards you. Which one would you like to target?{***}
dlga_target_lord_2:target_lord_3|{s1}{***}
dlga_target_lord_2:close_window|Never mind.{***}
dlga_target_lord_3:close_window|I'm afraid the Kingdom does not have enough money to sponsor an attack.{***}
dlga_target_lord_3:close_window.1|Very well. The Mercenaries are outside, preparing for their journey. My {reg33?lady:lord}, if  you decide to follow them, please do so at a discreet distance.  It would not do to have your name associated with this attack.{***}
dlga_assassinate_lord_1:assassinate_lord_2|By the way, it would be very foolish to target a king in this way, as you would lose the  goodwill of both the people and the gentry if discovered, so I do not offer you that option.^^ The following lords all hold some emnity towards you. Which one would you like to assassinate?{***}
dlga_assassinate_lord_2:assassinate_lord_3|{s1}{***}
dlga_assassinate_lord_2:close_window|Never mind.{***}
dlga_assassinate_lord_3:close_window|I'm afraid the Kingdom does not have enough money to sponsor an attack.{***}
dlga_assassinate_lord_3:close_window.1|Very well. I will pass on your instructions to the right people.  Remember, my {reg33?Lady:Lord}, the success of this attack is not guaranteed.^^ Go now, and I will send you word as to our success or failure.{***}
dlga_start:highmarshal_pretalk|My {reg33?Queen:King}, I am your humble servant in charge of war in this kingdom. I wish to make myself of use. If you need anything war related, just consult me and I will help you in any way possible.{***}
dlga_highmarshal_pretalk:close_window|Thank you. I'm sure you will be of much use to me now and in the future.{***}
dlga_start:highmarshal_talk|You have need of me, my {reg33?Queen:King}?{***}
dlga_highmarshal_talk:highmarshal_hire_army|I would like to hire a small Perisnoan army to help keep order.{***}
dlga_highmarshal_talk:highmarshal_hire_foreignmercs|I would like to hire some mercenaries.{***}
dlga_highmarshal_talk:highmarshal_forcegather|I would like to gather the kingdom vassals for a campaign.{***}
dlga_highmarshal_talk:highmarshal_lord_location|I wish to know the location of a lord.{***}
dlga_highmarshal_talk:highmarshal_num_patrols|How many patrols does the kingdom have and what is the limit?{***}
dlga_highmarshal_talk:close_window|Never mind.{***}
dlga_highmarshal_hire_army:highmarshal_hire_army_ask|Of course. This will cost you 30,000 aurums with no extra cost afterwards. You can only have one army on the field at a time. Would you like to hire one?{***}
dlga_highmarshal_hire_army_ask:highmarshal_hire_army_done|Yes.{***}
dlga_highmarshal_hire_army_ask:close_window|Never mind. (Not enough money or one is already in the field).{***}
dlga_highmarshal_hire_army_done:close_window|It is done, my {reg33?Lady:Lord}.{***}
dlga_highmarshal_hire_foreignmercs:highmarshal_hire_foreignmercs_1|Are you sure, my {reg33?Queen:King}? This will cost us a lot of aurums. And who would you like to hire?{***}
dlga_highmarshal_hire_foreignmercs_1:highmarshal_hire_foreignmercs_4|Mercenary Party ({reg8} aurums){***}
dlga_highmarshal_hire_foreignmercs_1:highmarshal_hire_foreignmercs_4.1|Zann Mercenaries ({reg8} aurums){***}
dlga_highmarshal_hire_foreignmercs_1:highmarshal_hire_foreignmercs_4.2|Company of Perisno Pilgrim Warriors ({reg8} aurums){***}
dlga_highmarshal_hire_foreignmercs_1:highmarshal_hire_foreignmercs_4.3|Company of Nun Warriors ({reg8} aurums){***}
dlga_highmarshal_hire_foreignmercs_1:highmarshal_hire_foreignmercs_4.4|Nodah's Mercenary Company ({reg8} aurums){***}
dlga_highmarshal_hire_foreignmercs_1:highmarshal_hire_foreignmercs_4.5|Sidhethon's Mercenary Company ({reg8} aurums){***}
dlga_highmarshal_hire_foreignmercs_1:highmarshal_hire_foreignmercs_4.6|Remus's Guardsmen Company ({reg8} aurums){***}
dlga_highmarshal_hire_foreignmercs_1:highmarshal_hire_foreignmercs_4.7|Hakkon Company of the East ({reg8} aurums){***}
dlga_highmarshal_hire_foreignmercs_1:highmarshal_hire_foreignmercs_4.8|Filibuster Company of Aethlings ({reg8} aurums){***}
dlga_highmarshal_hire_foreignmercs_1:highmarshal_hire_foreignmercs_4.9|Company of Holy Crusaders ({reg8} aurums){***}
dlga_highmarshal_hire_foreignmercs_1:highmarshal_hire_foreignmercs_4.10|Marauder Company ({reg8} aurums){***}
dlga_highmarshal_hire_foreignmercs_1:highmarshal_hire_foreignmercs_4.11|Freelancers' Cavalry Company ({reg8} aurums){***}
dlga_highmarshal_hire_foreignmercs_1:highmarshal_hire_foreignmercs_4.12|Freelancers' Infantry Company ({reg8} aurums){***}
dlga_highmarshal_hire_foreignmercs_1:highmarshal_hire_foreignmercs_4.13|Desouk Mercenaries ({reg8} aurums){***}
dlga_highmarshal_hire_foreignmercs_1:highmarshal_hire_foreignmercs_4.14|Ukundu Mercenary Company ({reg8} aurums){***}
dlga_highmarshal_hire_foreignmercs_1:highmarshal_hire_foreignmercs_4.15|Company of Assassins ({reg8} aurums){***}
dlga_highmarshal_hire_foreignmercs_1:highmarshal_hire_foreignmercs_4.16|Volheere Company ({reg8} aurums){***}
dlga_highmarshal_hire_foreignmercs_1:highmarshal_hire_foreignmercs_4.17|Company of Ankars Huntresses ({reg8} aurums){***}
dlga_highmarshal_hire_foreignmercs_1:highmarshal_hire_foreignmercs_4.18|Company of Order of Faith ({reg8} aurums){***}
dlga_highmarshal_hire_foreignmercs_1:highmarshal_hire_foreignmercs_4.19|Company of Mosoru ({reg8} aurums){***}
dlga_highmarshal_hire_foreignmercs_1:highmarshal_hire_foreignmercs_4.20|Adventurer Mercenaries ({reg8} aurums){***}
dlga_highmarshal_hire_foreignmercs_1:highmarshal_hire_foreignmercs_4.21|Female Mercenary Party ({reg8} aurums){***}
dlga_highmarshal_hire_foreignmercs_1:highmarshal_hire_foreignmercs_4.22|Bakur the Giant's Company ({reg8} aurums){***}
dlga_highmarshal_hire_foreignmercs_1:close_window|I changed my mind.{***}
dlga_highmarshal_hire_foreignmercs_4:close_window|It is done. The mercenaries will wait outside the castle for your orders.{***}
dlga_highmarshal_forcegather:highmarshal_fgexplanation|Are you sure?{***}
dlga_highmarshal_fgexplanation:highmarshal_task_completed|Yes.{***}
dlga_highmarshal_fgexplanation:close_window|Never mind.{***}
dlga_highmarshal_task_completed:highmarshal_talk|I will send the orders immediately. Is there anything else you need?{***}
dlga_highmarshal_lord_location:marshal_location_who|Very well. About whom do you wish to hear?{***}
dlga_marshal_location_who:marshal_location_show|{s1}{***}
dlga_marshal_location_who:highmarshal_talk|I have a different request.{***}
dlga_marshal_location_show:highmarshal_talk|{s1}{***}
dlga_highmarshal_num_patrols:highmarshal_patrol_talk2|My reports indicate that of the {reg26} patrols your kingdom can support, there are {reg25} currently active.{***}
dlga_highmarshal_patrol_talk2:close_window|Thank you.{***}
dlga_start:war_party_1|Hail, traveler.{***}
dlga_war_party_1:close_window|Greetings, my lord Torlan.{***}
dlga_war_party_1:war_party_attack|Death to you and your Tolranian allies!{***}
dlga_war_party_attack:close_window|I do not fear death. I will fight for the Kingdom.{***}
dlga_start:close_window.9|You will not live to see another dawn!{***}
dlga_start:war_party_1.1|State your business. You are traveling through the lands of the Drachen.{***}
dlga_war_party_1:close_window.1|I am just traveling by.{***}
dlga_war_party_1:war_party_attack.1|My business? My business is none of your concern. Who do you think you are?{***}
dlga_war_party_attack:close_window.1|How dare you. You will pay for that insult!{***}
dlga_start:close_window.10|Surrender to the Dragon Empire, or die.{***}
dlga_start:war_party_1.2|Good day, Ghareebian.{***}
dlga_war_party_1:close_window.2|Hello. Just passing through.{***}
dlga_war_party_1:war_party_attack.2|Ghareebian? Is that some sort of insult? Die!{***}
dlga_war_party_attack:close_window.2|Stupid westerner ... Ghareebian. You dare attack us?{***}
dlga_start:close_window.11|Vamos sair assim que você estiver pront{o/a}.
dlga_start:war_party_1.3|Don't do anything you might regret, stranger.{***}
dlga_war_party_1:close_window.3|I won't. I am just passing by.{***}
dlga_war_party_1:war_party_attack.3|I won't. But you just did. Die!{***}
dlga_war_party_attack:close_window.3|The Old Gods favor us. We will not lose this fight.{***}
dlga_start:close_window.12|Por favor, não desperdice mais o meu tempo, {senhor/senhora}. Talvez nos encontremos de novo em nossas viagens.
dlga_start:war_party_1.4|What is it?{***}
dlga_war_party_1:close_window.4|Nothing.{***}
dlga_war_party_1:war_party_attack.4|Die, you stupid Naphali!{***}
dlga_war_party_attack:close_window.4|We are under the protection of Queen Arwen. Your foolish act will not be forgotten.{***}
dlga_start:close_window.13|Muito bem, você venceu. Não tenho nada a dizer.
dlga_start:war_party_1.5|What is it?{***}
dlga_war_party_1:close_window.5|Nothing.{***}
dlga_war_party_1:war_party_attack.5|Die!{***}
dlga_war_party_attack:close_window.5|You have just declared war against our mighty empire by your foolish action. You will regret it.{***}
dlga_start:close_window.14|Bem, {senhor/senhora}! Por favor, não se incomode tentando levantar-se do solo, já que teria que voltar a cair. Tomarei seu silêncio por uma desculpa. Que tenha um bom dia.
dlga_start:scouts_talk|I have heard your name, {playername}! Your audacity is at an end! Surrender or die!{***}
dlga_start:scout_talk_a|What is it, my {reg33?Lady:Lord}?{***}
dlga_scout_talk_a:close_window|Nothing. It's good to see an ally around here.{***}
dlga_scout_talk_a:scout_talk_b1|Drop your weapons. You are being arrested for trespassing on my land.{***}
dlga_scout_talk_b1:close_window|What? This is the land of King Torlan, ruler of the sovereignty of Tolrania!{***}
dlga_scouts_talk:close_window|What a fool you are. You dare attack me?{***}
dlga_scouts_talk:close_window.1|Please! Don't kill us! We surrender!{***}
dlga_start:scouts_talk.1|Halt! In the name of the Reich, surrender or die!{***}
dlga_start:scout_talk_a.1|Yes? What is it?{***}
dlga_scout_talk_a:close_window.1|Nothing. I was merely passing by.{***}
dlga_scout_talk_a:scout_talk_b1.1|Surrender or die!{***}
dlga_scout_talk_b1:close_window.1|Betrayal! Men, kill them for the Reich!{***}
dlga_start:scouts_talk.2|We shall make this quick. Your blood will stain the sands of our desert.{***}
dlga_start:scout_talk_a.2|Yes?{***}
dlga_scout_talk_a:close_window.2|Nothing. I was merely passing by.{***}
dlga_scout_talk_a:scout_talk_b1.2|Drop your weapons and come with me. You're trespassing on my land.{***}
dlga_scout_talk_b1:close_window.2|Haha! We shall enjoy killing you.{***}
dlga_start:scouts_talk.3|Well, well! What do we have here? Men, let's kill these trespassers!{***}
dlga_start:scout_talk_a.3|Yes, what do you wish, my {reg33?Lady:Lord}?{***}
dlga_scout_talk_a:close_window.3|Nothing. I was merely passing by.{***}
dlga_scout_talk_a:scout_talk_b1.3|We have you surrounded. Surrender and you may live.{***}
dlga_scout_talk_b1:close_window.3|What madness is this? You'll have to fight us to take us, {reg33?chit:fool}!{***}
dlga_start:scouts_talk.4|May the Queen guide us to victory!{***}
dlga_start:scout_talk_a.4|Yes, what do you wish, my {reg33?Lady:Lord}?{***}
dlga_scout_talk_a:close_window.4|Nothing. I was merely passing by.{***}
dlga_scout_talk_a:scout_talk_b1.4|You scum don't belong in this land. I shall eliminate you all!{***}
dlga_scout_talk_b1:close_window.4|You fool. We are under the protection of the Queen, may her wisdom guide us. We will not forget this!{***}
dlga_start:scouts_talk.5|Halt! I have heard your name, {playername}! Your audacity is at an end! Surrender or die!{***}
dlga_start:scout_talk_a.5|Yes, what do you wish, my {reg33?Lady:Lord}?{***}
dlga_scout_talk_a:close_window.5|Nothing. I was merely passing by.{***}
dlga_scout_talk_a:scout_talk_b1.5|Surrender or die!{***}
dlga_scout_talk_b1:close_window.5|By attacking us, you attack the Emperor himself!{***}
